Name,Colors,Set,Rarity,Type,Owned Qty
Unrooted Ancestor,B,,uncommon,Creature — Spirit Cleric,1
Venerated Stormsinger,B,,uncommon,Creature — Orc Cleric,1
Wail of War,B,,uncommon,Instant,1
Worthy Cost,B,,common,Sorcery,4
Yathan Tombguard,B,,uncommon,Creature — Human Warrior,1
Breaching Dragonstorm,R,,uncommon,Enchantment,2
Devoted Duelist,R,,common,Creature — Goblin Monk,4
Fire-Rim Form,R,,common,Enchantment — Aura,4
Fleeting Effigy,R,,uncommon,Creature — Elemental,4
Iridescent Tiger,"B,G,R,U,W",,uncommon,Creature — Cat,2
Jeskai Devotee,"R,U,W",,common,Creature — Orc Monk,4
Meticulous Artisan,R,,common,Creature — Djinn Artificer,4
Molten Exhale,R,,common,Sorcery,2
Narset's Rebuke,"R,U,W",,common,Instant,2
Overwhelming Surge,R,,uncommon,Instant,1
Rescue Leopard,R,,common,Creature — Cat,3
Reverberating Summons,R,,uncommon,Enchantment,1
Seize Opportunity,R,,common,Instant,4
Shock Brigade,R,,common,Creature — Goblin Soldier,4
Summit Intimidator,R,,common,Creature — Yeti,2
Underfoot Underdogs,R,,common,Creature — Goblin Warrior,4
Unsparing Boltcaster,R,,uncommon,Creature — Ogre Wizard,1
War Effort,R,,uncommon,Enchantment,2
Wild Ride,R,,common,Sorcery,3
Zurgo's Vanguard,R,,uncommon,Creature — Dog Soldier,1
Ainok Wayfarer,G,,common,Creature — Dog Scout,1
Champion of Dusan,G,,common,Creature — Human Warrior,3
Dragon Sniper,G,,uncommon,Creature — Human Archer,1
Dusyut Earthcarver,G,,common,Creature — Elephant Druid,4
Encroaching Dragonstorm,G,,uncommon,Enchantment,1
Formation Breaker,G,,uncommon,Creature — Beast,2
Heritage Reclamation,G,,common,Instant,3
Inspirited Vanguard,G,,uncommon,Creature — Human Soldier,1
Knockout Maneuver,G,,uncommon,Sorcery,1
Krotiq Nestguard,G,,common,Creature — Insect,2
Piercing Exhale,G,,common,Instant,4
Rite of Renewal,G,,uncommon,Sorcery,2
Roamer's Routine,G,,common,Sorcery,2
Sage of the Fang,G,,uncommon,Creature — Human Druid,2
Sagu Pummeler,G,,common,Creature — Beast,3
Sarkhan's Resolve,G,,common,Instant,2
Sultai Devotee,"B,G,U",,common,Creature — Zombie Snake Druid,3
Synchronized Charge,G,,uncommon,Sorcery,1
Trade Route Envoy,G,,common,Creature — Dog Soldier,1
Undergrowth Leopard,G,,common,Creature — Cat,4
Armament Dragon,"B,G,W",,uncommon,Creature — Dragon,1
Auroral Procession,"G,U",,uncommon,Instant,3
Bone-Cairn Butcher,"B,R,W",,uncommon,Creature — Demon,3
Cori Mountain Stalwart,"R,W",,uncommon,Creature — Human Monk,2
Dragonclaw Strike,"G,R,U",,uncommon,Sorcery,3
Effortless Master,"R,U",,uncommon,Creature — Orc Monk,2
Frontline Rush,"R,W",,uncommon,Instant,2
Glacial Dragonhunt,"R,U",,uncommon,Sorcery,1
Gurmag Nightwatch,"B,G,U",,common,Creature — Human Ranger,4
Host of the Hereafter,"B,G",,uncommon,Creature — Zombie Warlock,1
Jeskai Brushmaster,"R,U,W",,uncommon,Creature — Orc Monk,1
Jeskai Shrinekeeper,"R,U,W",,uncommon,Creature — Dragon,1
Karakyk Guardian,"G,R,U",,uncommon,Creature — Dragon,1
Kheru Goldkeeper,"B,G,U",,uncommon,Creature — Dragon,2
Kin-Tree Severance,"B,G,W",,uncommon,Instant,2
Kishla Skimmer,"G,U",,uncommon,Creature — Bird Scout,1
Lie in Wait,"B,G,U",,uncommon,Sorcery,1
Mammoth Bellow,"G,R,U",,uncommon,Sorcery,2
Marshal of the Lost,"B,W",,uncommon,Creature — Orc Warrior,2
Monastery Messenger,"R,U,W",,common,Creature — Bird Scout,4
Reigning Victor,"B,R,W",,common,Creature — Orc Warrior,4
Reputable Merchant,"B,G,W",,common,Creature — Human Citizen,4
Skirmish Rhino,"B,G,W",,uncommon,Creature — Rhino,2
Stalwart Successor,"B,G",,uncommon,Creature — Human Warrior,2
Temur Tawnyback,"G,R,U",,common,Creature — Beast,2
Boulderborn Dragon,,,common,Artifact Creature — Dragon,4
Dragonstorm Globe,,,common,Artifact,4
Embermouth Sentinel,,,common,Artifact Creature — Chimera,3
Jade-Cast Sentinel,,,common,Artifact Creature — Ape Snake,4
Jeskai Monument,"R,U,W",,uncommon,Artifact,2
Mardu Monument,"B,R,W",,uncommon,Artifact,1
Sultai Monument,"B,G,U",,uncommon,Artifact,2
Watcher of the Wayside,,,common,Artifact Creature — Golem,4
Glimpse of Freedom,U,,uncommon,Instant,1
Shoal Kraken,U,,uncommon,Creature — Kraken,1
Final Death,B,,common,Instant,1
Grim Physician,B,,common,Creature — Zombie,1
Skophos Warleader,R,,common,Creature — Minotaur Warrior,1
Moss Viper,G,,common,Creature — Snake,1
Setessan Petitioner,G,,uncommon,Creature — Human Druid,1
Acolyte of Affliction,"B,G",,uncommon,Creature — Human Cleric,1
A-Dreamshackle Geist,U,,rare,Creature — Spirit,1
A-Skull Skaab,"B,U",,uncommon,Creature — Zombie,1
Archon's Glory,W,,common,Instant,2
Charmed Clothier,W,,common,Creature — Faerie Advisor,1
Cooped Up,W,,common,Enchantment — Aura,2
Eerie Interference,W,,uncommon,Instant,1
Moment of Valor,W,,common,Instant,2
Plunge into Winter,W,,common,Instant,1
The Princess Takes Flight,W,,uncommon,Enchantment — Saga,1
Protective Parents,W,,common,Creature — Human Peasant,1
Return Triumphant,W,,common,Sorcery,1
Slumbering Keepguard,W,,common,Creature — Human Knight,1
Solitary Sanctuary,W,,uncommon,Enchantment,1
Stockpiling Celebrant,W,,common,Creature — Dwarf Knight,2
Tuinvale Guide,W,,common,Creature — Faerie Scout,2
Unassuming Sage,W,,common,Creature — Human Peasant Wizard,1
Bitter Chill,U,,uncommon,Enchantment — Aura,2
Freeze in Place,U,,common,Sorcery,2
Living Lectern,U,,common,Artifact Creature — Construct,1
Merfolk Coralsmith,U,,common,Creature — Merfolk,1
Misleading Motes,U,,common,Instant,1
Snaremaster Sprite,U,,common,Creature — Faerie Wizard,2
Spell Stutter,U,,common,Instant,2
Stormkeld Prowler,U,,common,Creature — Human Rogue,1
Tenacious Tomeseeker,U,,uncommon,Creature — Human Knight,1
Barrow Naughty,B,,common,Creature — Faerie,2
Eriette's Whisper,B,,common,Sorcery,1
Faerie Dreamthief,B,,uncommon,Creature — Faerie Warlock,1
Faerie Fencing,B,,uncommon,Instant,4
Feed the Cauldron,B,,common,Instant,3
Mintstrosity,B,,common,Creature — Horror,3
Rat Out,B,,common,Instant,1
Scream Puff,B,,common,Creature — Horror,2
Sugar Rush,B,,common,Instant,2
Sweettooth Witch,B,,common,Creature — Human Warlock,3
Taken by Nightmares,B,,uncommon,Instant,2
Twisted Sewer-Witch,B,,uncommon,Creature — Human Warlock,1
Wicked Visitor,B,,common,Creature — Nightmare,1
Flick a Coin,R,,common,Instant,2
Frantic Firebolt,R,,common,Instant,1
Harried Spearguard,R,,common,Creature — Human Soldier,1
Kindled Heroism,R,,common,Instant,1
Stonesplitter Bolt,R,,uncommon,Instant,1
Bestial Bloodline,G,,common,Enchantment — Aura,1
Curse of the Werefox,G,,common,Sorcery,1
Hamlet Glutton,G,,common,Creature — Giant,1
Leaping Ambush,G,,common,Instant,2
Redtooth Genealogist,G,,common,Creature — Elf Advisor,1
Return from the Wilds,G,,common,Sorcery,2
Rootrider Faun,G,,common,Creature — Satyr Scout,3
Royal Treatment,G,,uncommon,Instant,1
Skybeast Tracker,G,,common,Creature — Giant Archer,1
Spider Food,G,,common,Sorcery,3
Territorial Witchstalker,G,,common,Creature — Wolf,1
Welcome to Sweettooth,G,,uncommon,Enchantment — Saga,1
"Greta, Sweettooth Scourge","B,G",,uncommon,Legendary Creature — Human Warrior,1
"Johann, Apprentice Sorcerer","R,U",,uncommon,Legendary Creature — Human Wizard,3
"Obyra, Dreaming Duelist","B,U",,uncommon,Legendary Creature — Faerie Warrior,2
"Syr Armont, the Redeemer","G,W",,uncommon,Legendary Creature — Human Knight,1
"Totentanz, Swarm Piper","B,R",,uncommon,Legendary Creature — Human Warlock Bard,1
Eriette's Tempting Apple,,,uncommon,Legendary Artifact — Food,1
Edgewall Inn,,,uncommon,Land,1
Faerie Slumber Party,U,,rare,Sorcery,1
Experimental Confectioner,B,,uncommon,Creature — Human Peasant,2
Provisions Merchant,G,,uncommon,Creature — Beast Peasant,2
Wildwood Mentor,G,,rare,Creature — Treefolk,1
Pool Resources,U,,uncommon,Instant,1
Sanguine Soothsayer,B,,rare,Creature — Bat Cleric,1
Tasteful Offering,B,,uncommon,Sorcery,1
Cindercone Smite,R,,uncommon,Sorcery,1
Fountainport Charmer,G,,uncommon,Creature — Frog Bard,1
Traverse Valley,G,,uncommon,Sorcery,1
"Euru, Acorn Scrounger","B,G",,mythic,Legendary Creature — Squirrel Soldier,1
Resourceful Collector,"G,R",,rare,Creature — Raccoon Druid,1
By Elspeth's Command,W,,rare,Enchantment,1
Norn's Disassembly,W,,rare,Enchantment,1
Tawnos Endures,W,,uncommon,Instant,1
Hurkyl's Prodigy,U,,uncommon,Creature — Human Soldier,2
Piece It Together,U,,uncommon,Sorcery,2
Lonely End,B,,uncommon,Instant,1
Fallaji Antiquarian,R,,rare,Creature — Human Artificer,1
Melt Through,R,,uncommon,Instant,2
Tomakul Phoenix,R,,rare,Creature — Phoenix,1
Foundry Groundbreaker,G,,rare,Creature — Human Artificer,1
Sylvan Smite,G,,uncommon,Instant,2
Perilous Iteration,"G,R",,uncommon,Sorcery,2
"Richlau, Headmaster","U,W",,mythic,Legendary Creature — Human Advisor,1
Gixian Recycler,B,,rare,Artifact Creature — Phyrexian Horror,1
Patchplate Resolute,W,,uncommon,Artifact Creature — Soldier,2
Deviant Skytech,U,,uncommon,Enchantment,1
Trackhand Trainer,U,,rare,Creature — Merfolk,1
Bail Out,B,,uncommon,Instant,2
Speedbrood Stalker,B,,mythic,Creature — Insect Assassin,1
Unforgiving Overtake,B,,uncommon,Sorcery,1
Fuel Tank Feaster,G,,uncommon,Creature — Ooze Druid,2
Great Fang Chroniclers,G,,uncommon,Creature — Ape Druid,1
Quickbeast Amulet,"G,W",,rare,Artifact — Equipment,1
Rising Chicane,,,uncommon,Artifact Land,1
Benalish Knight-Counselor,W,,uncommon,Creature — Human Knight,2
Pull of the Mist Moon,"U,W",,uncommon,Enchantment,1
Vesuvan Mist,"B,U",,uncommon,Instant,2
Darigaaz's Whelp,"B,R",,uncommon,Creature — Dragon,1
Diminished Returner,B,,uncommon,Creature — Phyrexian Skeleton,2
"Reezug, the Bonecobbler",B,,mythic,Legendary Creature — Spirit Artificer,1
Ghitu Embercoiler,R,,rare,Creature — Human Wizard,1
Marwyn's Kindred,G,,mythic,Sorcery,1
Vinesoul Spider,G,,uncommon,Creature — Elemental Spider,1
Wandering Treefolk,G,,uncommon,Creature — Treefolk,1
"Arvad, Weatherlight Smuggler","B,W",,rare,Legendary Creature — Vampire Knight,1
Protean War Engine,"R,W",,mythic,Artifact — Vehicle,1
Housemeld,U,,uncommon,Sorcery,1
Replicating Terror,B,,uncommon,Instant,1
Eager Flameguide,R,,uncommon,Enchantment Creature — Raccoon Glimmer,2
Wary Zone Guard,G,,uncommon,Creature — Human Survivor,1
Enduring Friendship,"R,U",,rare,Enchantment Creature — Otter Glimmer,1
Fear of Change,"G,U",,uncommon,Enchantment Creature — Nightmare,1
Gilded Ambusher,"B,R",,rare,Enchantment Creature — Lizard Glimmer,1
Golden Sidekick,"B,W",,uncommon,Enchantment Creature — Bat Glimmer,2
Mischievous Lookout,"B,W",,rare,Enchantment Creature — Rat Glimmer,1
Landlore Navigator,U,,uncommon,Creature — Orc Pirate,1
Dusk's Landing,B,,uncommon,Sorcery,1
"Kamachal, Ship's Mascot",R,,rare,Legendary Creature — Dinosaur Pirate,1
Pirate's Landing,R,,uncommon,Sorcery,2
Scalespeaker Shepherd,G,,rare,Creature — Human Druid,1
High Marshal Arguel,"B,W",,rare,Legendary Creature — Vampire Knight,1
Reflection Net,"U,W",,uncommon,Artifact,2
Scrutiny of the Guildpact,W,,uncommon,Enchantment,1
Lurking Spinecrawler,B,,uncommon,Creature — Horror,1
Case of the Market Melee,R,,uncommon,Enchantment — Case,1
Shove Aside,R,,uncommon,Sorcery,1
Rampaging Ursaguana,G,,rare,Creature — Bear Lizard Mutant,2
Relics of the Rubblebelt,G,,rare,Sorcery,1
Sproutwatch Dryad,G,,rare,Creature — Dryad,1
Woodland Investigation,G,,uncommon,Sorcery,1
Dragonfly Pilot,W,,uncommon,Creature — Fox Pilot,1
Fragment Reality,W,,rare,Instant,1
Experimental Pilot,U,,uncommon,Creature — Human Pilot,4
Painful Bond,B,,uncommon,Instant,2
Consuming Oni,B,,mythic,Creature — Ogre Demon,1
Artillery Enthusiast,R,,uncommon,Creature — Goblin Artificer,2
Foundry Beetle,R,,rare,Artifact Creature — Equipment Insect,1
Molten Impact,R,,rare,Sorcery,1
Kami of Bamboo Groves,G,,uncommon,Enchantment Creature — Spirit,1
Boseiju Pathlighter,G,,rare,Creature — Human Rogue,1
Kemba's Outfitter,W,,uncommon,Creature — Cat Artificer,3
March Toward Perfection,B,,uncommon,Sorcery,2
Hexgold Sledge,R,,uncommon,Artifact — Equipment,3
Spawning Pod,G,,rare,Artifact,1
Bladehold Cleaver,"R,W",,rare,Artifact — Equipment,1
Contagion Dispenser,"G,U",,rare,Artifact,1
Ichor Aberration,"B,U",,rare,Creature — Phyrexian Horror,1
Mephidross Slime,"B,G",,uncommon,Creature — Phyrexian Ooze,3
Resolute Rejection,W,,uncommon,Instant,1
Thieving Aven,U,,uncommon,Creature — Bird Rogue,2
"Rankle, Pitiless Trickster",B,,mythic,Legendary Creature — Faerie Rogue,1
Impetuous Lootmonger,R,,uncommon,Creature — Human Rogue,1
Switchgrass Grazer,R,,uncommon,Creature — Horse Mount,1
Blooming Cactusfolk,G,,rare,Creature — Plant Druid,1
Cathartic Operation,"B,U",,uncommon,Instant,2
Intruder's Inquisition,"B,R",,uncommon,Sorcery,1
"Nashi, Illusion Gadgeteer","B,G,U",,rare,Legendary Creature — Rat Rogue,1
Triumphant Getaway,"B,R,U",,rare,Enchantment,1
Celestial Vault,W,,uncommon,Artifact,2
Choice of Fortunes,U,,uncommon,Sorcery,1
Big Spender,R,,uncommon,Creature — Devil Citizen,1
Pass the Torch,R,,rare,Instant,1
Giant Regrowth,G,,uncommon,Instant,1
Bank Job,"B,R",,rare,Enchantment,1
Rope Line Attendant,"G,W",,rare,Creature — Cat Citizen,1
Waystone's Guidance,W,,uncommon,Enchantment,4
Ureni's Counsel,"R,U",,uncommon,Sorcery,1
Draconic Fealty,B,,uncommon,Sorcery,1
Runeblade Raiser,B,,uncommon,Creature — Human Warrior,2
Dragonblood Twins,R,,uncommon,Creature — Human Monk,1
Dragonsoul Prodigy,R,,rare,Creature — Human Monk,1
Stormforged Armor,R,,rare,Legendary Artifact — Equipment,1
Amber-Plate Ainok,G,,uncommon,Creature — Dog Mercenary,1
Call the Crash,"B,G,W",,rare,Sorcery,1
Dalkovan Outrider,"B,R",,rare,Creature — Orc Warrior,1
Illuminating Lash,"R,U",,uncommon,Sorcery,1
Paths of Tuinvale,U,,uncommon,Instant,1
Talion's Throneguard,U,,rare,Creature — Faerie Wizard,1
Draconic Debut,R,,uncommon,Sorcery,2
Victory of the Pyrohammer,R,,rare,Enchantment — Saga,1
Outfitted Jouster,"B,R",,rare,Creature — Human Knight,1
Third Little Pig,"B,G",,uncommon,Creature — Boar,1
Kabira Outrider,W,,common,Creature — Human Warrior,1
Kor Blademaster,W,,uncommon,Creature — Kor Warrior,1
Field Research,U,,common,Sorcery,3
Glacial Grasp,U,,common,Instant,1
Zulaport Duelist,U,,common,Creature — Human Rogue,1
Oblivion's Hunger,B,,common,Instant,3
Teeterpeak Ambusher,R,,common,Creature — Goblin Warrior,4
Thundering Rebuke,R,,uncommon,Sorcery,3
Dauntless Survivor,G,,common,Creature — Human Warrior,4
A-Gnarlid Colony,G,,common,Creature — Beast,4
Might of Murasa,G,,common,Instant,4
Murasa Brute,G,,common,Creature — Troll Warrior,3
A-Oran-Rief Ooze,G,,rare,Creature — Ooze,1
Reclaim the Wastes,G,,common,Sorcery,1
Turntimber Ascetic,G,,common,Creature — Giant Cleric,1
Veteran Adventurer,G,,uncommon,Creature — Human,1
Spare Supplies,,,common,Artifact,1
Emeria's Call,,,,,1
Beyeen Veil,,,,,1
Silundi Vision,,,,,1
"Egon, God of Death",,,,,1
"Plargg, Dean of Chaos",,,,,1
Lunarch Veteran,,,,,4
Shady Traveler,,,,,1
Fangblade Brigand,,,,,3
Reckless Stormseeker,,,,,2
Smoldering Egg,,,,,2
Spellrune Painter,,,,,4
Tavern Ruffian,,,,,1
Village Watch,,,,,3
Burly Breaker,,,,,2
Deathbonnet Sprout,,,,,4
Outland Liberator,,,,,4
"Arlinn, the Pack's Hope",,,,,2
Kessig Naturalist,,,,,4
"Tovolar, Dire Overlord",,,,,2
Twinblade Geist,,,,,3
Wedding Announcement,,,,,2
Lantern Bearer,,,,,4
Bloodsworn Squire,,,,,3
Desperate Farmer,,,,,1
Voldaren Bloodcaster,,,,,2
Volatile Arsonist,,,,,1
Howlpack Piper,,,,,2
Weaver of Blossoms,,,,,4
Child of the Pack,,,,,4
Befriending the Moths,,,,,1
Era of Enlightenment,,,,,1
Michiko's Reign of Truth,,,,,4
The Restoration of Eiganjo,,,,,2
Behold the Unspeakable,,,,,2
The Modern Age,,,,,4
Life of Toshiro Umezawa,,,,,1
The Long Reach of Night,,,,,2
Kumano Faces Kakkazan,,,,,4
The Shattered States Era,,,,,1
Azusa's Many Journeys,,,,,4
Boseiju Reaches Skyward,,,,,4
Jugan Defends the Temple,,,,,1
Hidetsugu Consumes All,,,,,1
A-Hullbreaker Horror,,,,,2
Phyrexian Dragon Engine,,,,,1
"Mishra, Claimed by Gix",,,,,1
Pyretic Prankster,,,,,1
Urabrask,,,,,1
Invasion of Zendikar,,,,,2
Invasion of New Phyrexia,,,,,1
Dunedain Blade,,,,,1
Lothlorien Lookout,,,,,2
Arwen Undomiel,,,,,2
A-Lantern Bearer,,,,,4
Kindly Stranger,,,,,1
Aquatic Alchemist,,,,,2
Beluna's Gatekeeper,,,,,2
Picklock Prankster,,,,,2
Vantress Transmuter,,,,,1
Virtue of Knowledge,,,,,1
Fell Horseman,,,,,1
Gumdrop Poisoner,,,,,1
Grabby Giant,,,,,1
Hearth Elemental,,,,,1
Ratcatcher Trainee,,,,,2
Two-Headed Hunter,,,,,1
Beanstalk Wurm,,,,,2
Bramble Familiar,,,,,1
Hollow Scavenger,,,,,2
Virtue of Strength,,,,,1
Callous Sell-Sword,,,,,1
Frolicking Familiar,,,,,1
Gingerbread Hunter,,,,,1
Mosswood Dreadknight,,,,,1
Picnic Ruiner,,,,,1
Questing Druid,,,,,1
Scalding Viper,,,,,1
Spellscorn Coven,,,,,2
Twining Twins,,,,,1
Thousand Moons Smithy,,,,,1
Inverted Iceberg,,,,,1
Tarrian's Journal,,,,,1
Growing Rites of Itlimoc,,,,,2
Twists and Turns,,,,,1
Bartolome del Presidio,,,,,1
Sunbird Standard,,,,,3
Steady Tortoise,,,,,1
"Ajani, Nacatl Pariah",,,,,1
Hydroelectric Specimen,,,,,1
Legion Leadership,,,,,1
Strength of the Harvest,,,,,1
Akoum Warrior,,,,,1
Riling Dawnbreaker,,,,,3
Dirgur Island Dragon,,,,,4
Feral Deathgorger,,,,,3
Scavenger Regent,,,,,2
Stormshriek Feral,,,,,4
Bloomvine Regent,,,,,3
Sagu Wildling,,,,,4
Disruptive Stormbrood,,,,,1
Purging Stormbrood,,,,,2
Runescale Stormbrood,,,,,1
Twinmaw Stormbrood,,,,,2
Whirlwing Stormbrood,,,,,2
